"Episode ID","IMDB Rating","IMDB Votes","Number in Season","Number in Series","Air Date","Air Year","Production Code","Season","Episode Title","US Views (in millions)","Views"
"556","7.3","612","4","556","2014-10-19","2014","SABF21","26","Treehouse of Horror XXV","7.76","65425"
"557","6.3","442","5","557","2014-11-02","2014","SABF22","26","Opposites A-Frack","4.22","36410"
"558","7.9","977","6","558","2014-11-09","2014","SABF16","26","Simpsorama","6.7","48223"
"559","6.9","456","7","559","2014-11-16","2014","TABF01","26","Blazed and Confused","6.7","43513"
"560","6.5","431","8","560","2014-11-23","2014","TABF02","26","Covercraft","3.45","38432"
"561","6.8","432","9","561","2014-12-07","2014","TABF03","26","I Won't Be Home for Christmas","6.52","37064"
"562","6.8","578","10","562","2015-01-04","2015","RABF15","26","The Man Who Came to Be Dinner","10.62","36622"
"563","7.3","434","11","563","2015-01-11","2015","TABF05","26","Bart's New Friend","4.28","39702"
"564","5.8","439","12","564","2015-01-25","2015","TABF04","26","The Musk Who Fell to Earth","3.29","35848"
"565","6.3","377","13","565","2015-02-08","2015","TABF06","26","Walking Big & Tall","2.78","36221"
"566","6.7","360","14","566","2015-02-15","2015","TABF07","26","My Fare Lady","2.67","35846"
"567","6.6","372","15","567","2015-03-01","2015","TABF08","26","The Princess Guide","3.93","34137"
"568","6.9","377","16","568","2015-03-08","2015","TABF09","26","Sky Police","3.79","43023"
"569","6.7","374","17","569","2015-03-15","2015","TABF10","26","Waiting for Duffman","3.59","37874"
"570","6.7","334","18","570","2015-04-19","2015","TABF11","26","Peeping Mom","3.23","40157"
"571","6.9","347","19","571","2015-04-26","2015","TABF12","26","The Kids Are All Fight","3.33","42123"
"572","6.2","330","20","572","2015-05-03","2015","TABF13","26","Let's Go Fly a Coot","3.12","40783"
"573","6.8","335","21","573","2015-05-10","2015","TABF15","26","Bull-E","2.77","43978"
"574","6.9","335","22","574","2015-05-17","2015","TABF16","26","Mathlete's Feat","2.82","47429"
"575","5.9","532","1","575","2015-09-27","2015","TABF14","27","Every Man's Dream","3.28","187"
"576","6.7","395","2","576","2015-10-04","2015","TABF17","27","Cue Detective","6.02","178"
"577","7.2","404","3","577","2015-10-11","2015","TABF19","27","Puffless","3.31","160"
"578","7.5","462","4","578","2015-10-18","2015","TABF22","27","Halloween of Horror","3.69","196"
"579","6.8","385","5","579","2015-10-25","2015","TABF18","27","Treehouse of Horror XXVI","6.75","195"
"580","6.8","335","6","580","2015-11-08","2015","TABF21","27","Friend with Benefit","3.48","175"
"581","6.3","328","7","581","2015-11-22","2015","TABF20","27","Lisa with an 'S'","5.64","145"
"582","7.1","305","8","582","2015-12-06","2015","VABF01","27","Paths of Glory","5.53","170"
"583","8.4","698","9","583","2015-12-13","2015","VABF02","27","Barthood","5.97","182"
"584","6.6","356","10","584","2016-01-03","2016","VABF03","27","The Girl Code","4.41","166"
"585","6.8","309","11","585","2016-01-10","2016","VABF04","27","Teenage Mutant Milk-Caused Hurdles","8.33","172"
"586","6.7","271","12","586","2016-01-17","2016","VABF05","27","Much Apu About Something","3.95","170"
"587","6.3","252","13","587","2016-02-14","2016","VABF07","27","Love Is in the N2-O2-Ar-CO2-Ne-He-CH4","2.89","158"
"588","6.6","293","14","588","2016-02-21","2016","VABF06","27","Gal of Constant Sorrow","3.1","144"
"589","6.3","233","15","589","2016-03-06","2016","VABF08","27","Lisa the Veterinarian","3.09","174"
"590","7.3","262","16","590","2016-03-13","2016","VABF09","27","The Marge-ian Chronicles","3.07","201"
"591","6.5","246","17","591","2016-04-03","2016","VABF10","27","The Burns Cage","2.32","190"
"592","6.4","228","18","592","2016-04-10","2016","VABF11","27","How Lisa Got Her Marge Back","2.55","188"
"593","7.1","229","19","593","2016-04-24","2016","VABF12","27","Fland Canyon","2.77","192"
"594","6.7","193","20","594","2016-05-08","2016","VABF14","27","To Courier with Love","2.52","192"
"595","6.4","227","21","595","2016-05-15","2016","VABF13","27","Simprovised","2.8","228"
"596","6.9","210","22","596","2016-05-22","2016","VABF15","27","Orange Is the New Yellow","2.54","276"
"597","6.6","104","1","597","2016-09-25","2016","VABF20","28","Monty Burns' Fleeing Circus","3.36","994"
